-DOCSTART- -X- -X- O

in	IN	PP	O
the	DT	NP	O
match	NN	NP	O
against	IN	PP	O
Warwickshire	NNP	NP	ORG
.	.	O	O

He	PRP	NP	O
was	VBD	VP	O
well	RB	VP	O
backed	VBN	VP	O
by	IN	PP	O
England	NNP	NP	LOC
hopeful	JJ	ADJP	O
Mark	NNP	NP	PER
Butcher	NNP	NP	PER
who	WP	NP	O
made	VBD	VP	O
70	CD	NP	O
as	IN	SBAR	O
Surrey	NNP	NP	ORG
closed	VBD	VP	O
on	IN	PP	O
429	CD	NP	O
for	IN	PP	O
seven	CD	NP	O
,	,	O	O
a	DT	NP	O
lead	NN	NP	O
of	IN	PP	O
234	CD	NP	O
.	.	O	O

Derbyshire	NN	NP	ORG
kept	VBD	VP	O
up	RP	PRT	O
the	DT	NP	O
hunt	NN	NP	O
for	IN	PP	O
their	PRP$	NP	O
first	JJ	NP	O
championship	NN	NP	O
title	NN	NP	O
since	IN	PP	O
1936	CD	NP	O
by	IN	SBAR	O
reducing	VBG	VP	O
Worcestershire	NNP	NP	ORG
to	TO	PP	O
133	CD	NP	O
for	IN	PP	O
five	CD	NP	O
in	IN	PP	O
their	PRP$	NP	O
second	JJ	NP	O
innings	NN	NP	O
,	,	O	O
still	RB	ADVP	O
100	CD	NP	O
runs	VBZ	VP	O
away	RP	PRT	O
from	IN	PP	O
avoiding	VBG	VP	O
an	DT	NP	O
innings	NN	NP	O
defeat	VB	VP	O
.	.	O	O

Australian	NNP	NP	MISC
Tom	NNP	NP	PER
Moody	NNP	NP	PER
took	VBD	VP	O
six	CD	NP	O
for	IN	PP	O
82	CD	NP	O
but	CC	O	O
Chris	NNP	NP	PER
Adams	NNP	NP	PER
,	,	O	O
123	CD	NP	O
,	,	O	O
and	CC	O	O
Tim	NNP	NP	PER
O'Gorman	NNP	NP	PER
,	,	O	O
109	CD	NP	O
,	,	O	O
took	VBD	VP	O
Derbyshire	NNP	NP	ORG
to	TO	PP	O
471	CD	NP	O
and	CC	O	O
a	DT	NP	O
first	JJ	NP	O
innings	NN	NP	O
lead	NN	NP	O
of	IN	PP	O
233	CD	NP	O
.	.	O	O

After	IN	PP	O
the	DT	NP	O
frustration	NN	NP	O
of	IN	PP	O
seeing	VBG	VP	O
the	DT	NP	O
opening	VBG	NP	O
day	NN	NP	O
of	IN	PP	O
their	PRP$	NP	O
match	NN	NP	O
badly	RB	ADVP	O
affected	VBN	VP	O
by	IN	PP	O
the	DT	NP	O
weather	NN	NP	O
,	,	O	O
Kent	NNP	NP	ORG
stepped	VBD	VP	O
up	RP	PRT	O
a	DT	NP	O
gear	NN	NP	O
to	TO	VP	O
dismiss	VB	VP	O
Nottinghamshire	NNP	NP	ORG
for	IN	PP	O
214	CD	NP	O
.	.	O	O

They	PRP	NP	O
were	VBD	VP	O
held	VBN	VP	O
up	RP	PRT	O
by	IN	PP	O
a	DT	NP	O
gritty	JJ	NP	O
84	CD	NP	O
from	IN	PP	O
Paul	NNP	NP	PER
Johnson	NNP	NP	PER
but	CC	O	O
ex-England	JJ	NP	MISC
fast	JJ	NP	O
bowler	NN	NP	O
Martin	NNP	NP	PER
McCague	NNP	NP	PER
took	VBD	VP	O
four	CD	NP	O
for	IN	PP	O
55	CD	NP	O
.	.	O	O

By	IN	PP	O
stumps	NNS	NP	O
Kent	NNP	NP	ORG
had	VBD	VP	O
reached	VBN	VP	O
108	CD	NP	O
for	IN	PP	O
three	CD	NP	O
.	.	O	O

-DOCSTART- -X- -X- O

CRICKET	NNP	NP	O
-	:	O	O
ENGLISH	JJ	NP	MISC
COUNTY	NNS	NP	MISC
CHAMPIONSHIP	WDT	NP	MISC
SCORES	NNP	NP	O
.	.	O	O

LONDON	NNP	NP	LOC
1996-08-30	CD	NP	O

Result	NN	NP	O
and	CC	O	O
close	VB	VP	O
of	IN	PP	O
play	NN	NP	O
scores	NNS	NP	O
in	IN	PP	O
English	JJ	NP	MISC
county	NN	NP	O
championship	NN	NP	O
matches	NNS	NP	O
on	IN	PP	O
Friday	NNP	NP	O
:	:	O	O

Leicester	JJ	NP	LOC
:	:	O	O
Leicestershire	VB	VP	ORG
beat	VB	VP	O
Somerset	NNP	NP	ORG
by	IN	PP	O
an	DT	NP	O
innings	NN	NP	O
and	CC	O	O
39	CD	NP	O
runs	NNS	NP	O
.	.	O	O

Somerset	NNP	NP	ORG
83	CD	NP	O
and	CC	NP	O
174	CD	NP	O
(	(	O	O
P.	NNP	NP	PER
Simmons	NNP	NP	PER
4-38	CD	NP	O
)	)	O	O
,	,	O	O
Leicestershire	NNP	NP	ORG
296	CD	NP	O
.	.	O	O

Leicestershire	NNP	NP	ORG
22	CD	NP	O
points	NNS	NP	O
,	,	O	O
Somerset	NNP	NP	ORG
4	CD	NP	O
.	.	O	O

Chester-le-Street	NN	NP	LOC
:	:	O	O
Glamorgan	NNP	NP	ORG
259	CD	NP	O
and	CC	NP	O
207	CD	NP	O
(	(	O	O
A.	NNP	NP	PER
Dale	NNP	NP	PER
69	CD	NP	O
,	,	O	O
H.	NNP	NP	PER
Morris	NNP	NP	PER
69	CD	NP	O
;	:	O	O
D.	NNP	NP	PER
Blenkiron	NNP	NP	PER
4-43	CD	NP	O
)	)	O	O
,	,	O	O
Durham	NNP	NP	ORG
114	CD	NP	O
(	(	O	O
S.	NNP	NP	PER
Watkin	NNP	NP	PER
4-28	CD	NP	O
)	)	O	O
and	CC	O	O
81-3	CD	NP	O
.	.	O	O

Tunbridge	NNP	NP	LOC
Wells	NNP	NP	LOC
:	:	O	O
Nottinghamshire	NNP	NP	ORG
214	CD	NP	O
(	(	O	O
P.	NNP	NP	PER
Johnson	NNP	NP	PER
84	CD	NP	O
;	:	O	O
M.	NNP	NP	PER
McCague	NNP	NP	PER
4-55	CD	NP	O
)	)	O	O
,	,	O	O
Kent	NNP	NP	ORG
108-3	NNP	NP	O
.	.	O	O

London	NNP	NP	LOC
(	(	NP	O
The	DT	NP	LOC
Oval	JJ	NP	LOC
)	)	O	O
:	:	O	O
Warwickshire	VB	VP	ORG
195	CD	NP	O
,	,	O	O
Surrey	NNP	NP	ORG
429-7	NNP	NP	O
(	(	O	O
C.	NNP	NP	PER
Lewis	NNP	NP	PER
80	CD	NP	O
not	RB	VP	O
out	RP	PRT	O
,	,	O	O
M.	NNP	NP	PER
Butcher	NNP	NP	PER
70	CD	NP	O
,	,	O	O
G.	NNP	NP	PER
Kersey	NNP	NP	PER
63	CD	NP	O
,	,	O	O
J.	NNP	NP	PER
Ratcliffe	NNP	NP	PER
63	CD	NP	O
,	,	O	O
D.	NNP	NP	PER
Bicknell	NNP	NP	PER
55	CD	NP	O
)	)	O	O
.	.	O	O

Hove	NN	NP	LOC
:	:	O	O
Sussex	NNP	NP	ORG
363	CD	NP	O
(	(	O	O
W.	NNP	NP	PER
Athey	NNP	NP	PER
111	CD	NP	O
,	,	O	O
V.	NNP	NP	PER
Drakes	NNP	NP	PER
52	CD	NP	O
;	:	O	O
I.	NNP	NP	PER
Austin	NNP	NP	PER
4-37	CD	NP	O
)	)	O	O
,	,	O	O
Lancashire	NNP	NP	ORG
197-8	NNP	NP	O
(	(	O	O
W.	NNP	NP	PER
Hegg	NNP	NP	PER
54	CD	NP	O
)	)	O	O

Portsmouth	NNP	NP	LOC
:	:	O	O
Middlesex	NNP	NP	ORG
199	CD	NP	O
and	CC	NP	O
426	CD	NP	O
(	(	O	O
J.	NNP	NP	PER
Pooley	NNP	NP	PER
111	CD	NP	O
,	,	O	O
M.	NNP	NP	PER
Ramprakash	NNP	NP	PER
108	CD	NP	O
,	,	O	O
M.	NNP	NP	PER
Gatting	NNP	NP	PER
83	CD	NP	O
)	)	O	O
,	,	O	O
Hampshire	NNP	NP	ORG
232	CD	NP	O
and	CC	NP	O
109-5	NNP	NP	O
.	.	O	O

Chesterfield	NNP	NP	LOC
:	:	O	O
Worcestershire	NNP	NP	ORG
238	CD	NP	O
and	CC	NP	O
133-5	CD	NP	O
,	,	O	O
Derbyshire	NNP	NP	ORG
471	CD	NP	O
(	(	O	O
J.	NNP	NP	PER
Adams	NNP	NP	PER
123	CD	NP	O
,	,	O	O
T.O'Gorman	JJ	NP	PER
109	CD	NP	O
not	RB	VP	O
out	RP	PRT	O
,	,	O	O
K.	NNP	NP	PER
Barnett	NNP	NP	PER
87	CD	NP	O
;	:	O	O
T.	NNP	NP	PER
Moody	NNP	NP	PER
6-82	CD	NP	O
)	)	O	O

Bristol	NNP	NP	LOC
:	:	O	O
Gloucestershire	VB	VP	ORG
183	CD	NP	O
and	CC	NP	O
185-6	CD	NP	O
(	(	O	O
J.	NNP	NP	PER
Russell	NNP	NP	PER
56	CD	NP	O
not	RB	VP	O
out	RP	PRT	O
)	)	O	O
,	,	O	O
Northamptonshire	NNP	NP	ORG
190	CD	NP	O
(	(	O	O
K.	NNP	NP	PER
Curran	NNP	NP	PER
52	CD	NP	O
;	:	O	O
A.	NNP	NP	PER
Smith	NNP	NP	PER
5-68	CD	NP	O
)	)	O	O
.	.	O	O

-DOCSTART- -X- -X- O

CRICKET	NNP	NP	O
-	:	O	O
1997	CD	NP	O
ASHES	NNP	NP	MISC
INTINERARY	NNP	NP	O
.	.	O	O

LONDON	NNP	NP	LOC
1996-08-30	CD	NP	O

Australia	NNP	NP	LOC
will	MD	VP	O
defend	VB	VP	O
the	DT	NP	O
Ashes	NNP	NP	MISC
in	IN	PP	O

a	SYM	O	O
six-test	JJ	NP	O
series	NN	NP	O
against	IN	PP	O
England	NNP	NP	LOC
during	IN	PP	O
a	DT	NP	O
four-month	JJ	NP	O
tour	NN	NP	O

starting	VBG	VP	O
on	IN	PP	O
May	NNP	NP	O
13	CD	NP	O
next	JJ	NP	O
year	NN	NP	O
,	,	O	O
the	DT	NP	O
Test	NNP	NP	ORG
and	CC	NP	ORG
County	NNP	NP	ORG
Cricket	NNP	NP	ORG
Board	NNP	NP	ORG

said	VBD	VP	O
on	IN	PP	O
Friday	NNP	NP	O
.	.	O	O

Australia	NNP	NP	LOC
will	MD	VP	O
also	RB	VP	O
play	VB	VP	O
three	CD	NP	O
one-day	JJ	NP	O
internationals	NNS	NP	O
and	CC	O	O

four	CD	NP	O
one-day	JJ	NP	O
warm-up	NN	NP	O
matches	NNS	NP	O
at	IN	PP	O
the	DT	NP	O
start	NN	NP	O
of	IN	PP	O
the	DT	NP	O
tour	NN	NP	O
.	.	O	O

The	DT	NP	O
tourists	NNS	NP	O
will	MD	VP	O
play	VB	VP	O
nine	CD	NP	O
first-class	JJ	NP	O
matches	NNS	NP	O
against	IN	PP	O

English	JJ	NP	MISC
county	NN	NP	O
sides	NNS	NP	O
and	CC	O	O
another	DT	NP	O
against	IN	PP	O
British	JJ	NP	ORG
Universities	NNS	NP	ORG
,	,	O	O

as	IN	PP	O
well	RB	NP	O
as	IN	NP	O
one-day	JJ	NP	O
matches	NNS	NP	O
against	IN	PP	O
the	DT	NP	O
Minor	NNP	NP	ORG
Counties	NNP	NP	ORG
and	CC	O	O

Scotland	NNP	NP	LOC
.	.	O	O

Tour	NNP	NP	O
itinerary	NN	NP	O
:	:	O	O

May	NNP	NP	O

May	NNP	NP	O
13	CD	NP	O
Arrive	NNP	NP	O
in	IN	PP	O
London	NNP	NP	LOC

May	NNP	NP	O
14	CD	NP	O
Practice	NNP	NP	O
at	IN	PP	O
Lord	NNP	NP	LOC
's	POS	NP	LOC

May	NNP	NP	O
15	CD	NP	O
v	SYM	VP	O
Duke	NNP	NP	ORG
of	IN	PP	ORG
Norfolk	NNP	NP	ORG
's	POS	NP	ORG
XI	NNP	NP	ORG
(	(	O	O
at	IN	PP	O
Arundel	NNP	NP	LOC
)	)	O	O

May	NNP	NP	O
17	CD	NP	O
v	SYM	VP	O
Northampton	NNP	NP	ORG

May	NNP	NP	O
18	CD	NP	O
v	SYM	VP	O
Worcestershire	NNP	NP	ORG

May	NNP	NP	O
20	CD	NP	O
v	SYM	VP	O
Durham	NNP	NP	ORG

May	NNP	NP	O
22	CD	NP	O
First	NNP	NP	O
one-day	JJ	NP	O
international	NN	NP	O
(	(	O	O
at	IN	PP	O
Headingley	NNP	NP	LOC
,	,	O	O

Leeds	NNS	NP	ORG
)	)	O	O

May	NNP	NP	O
24	CD	NP	O
Second	NNP	NP	O
one-day	JJ	NP	O
international	NN	NP	O
(	(	O	O
at	IN	PP	O
The	DT	NP	LOC
Oval	JJ	NP	LOC
,	,	NP	O

London	NNP	NP	LOC
)	)	O	O

May	NNP	NP	O
25	CD	NP	O
Third	NNP	NP	O
one-day	JJ	NP	O
international	NN	NP	O
(	(	O	O
at	IN	PP	O
Lord	NNP	NP	LOC
's	POS	NP	LOC
,	,	O	O
London	NNP	NP	LOC
)	)	O	O

May	NNP	NP	O
27-29	CD	NP	O
v	SYM	VP	O
Gloucestershire	NNP	NP	ORG
or	CC	NP	O
Sussex	NNP	NP	ORG
or	CC	NP	O
Surrey	NNP	NP	ORG
(	(	O	O
three	CD	NP	O

days	NNS	NP	O
)	)	O	O

May	NNP	NP	O
31	CD	NP	O
-	:	NP	O
June	NNP	NP	O
2	CD	NP	O
v	SYM	VP	O
Derbyshire	NN	NP	ORG
(	(	O	O
three	CD	NP	O
days	NNS	NP	O
)	)	O	O

June	NNP	NP	O

June	NNP	NP	O
5-9	NNP	NP	O
First	NNP	NP	O
test	NN	NP	O
match	NN	NP	O
(	(	O	O
at	IN	PP	O
Edgbaston	NNP	NP	LOC
,	,	O	O
Birmingham	NNP	NP	LOC
)	)	O	O

June	NNP	NP	O
11-13	CD	NP	O
v	SYM	VP	O
a	DT	NP	O
first	JJ	NP	O
class	NN	NP	O
county	NN	NP	O
(	(	O	O
to	TO	VP	O
be	VB	VP	O
confirmed	VBN	VP	O
)	)	O	O

June	NNP	NP	O
14-16	CD	NP	O
v	SYM	VP	O
Leicestershire	NNP	NP	ORG
(	(	O	O
three	CD	NP	O
days	NNS	NP	O
)	)	O	O

June	NNP	NP	O
19-23	CD	NP	O
Second	NNP	NP	O
test	NN	NP	O
(	(	O	O
at	IN	PP	O
Lord	NNP	NP	LOC
's	POS	NP	LOC
)	)	O	O

June	NNP	NP	O
25-27	CD	NP	O
v	SYM	VP	O
British	JJ	NP	ORG
Universities	NNS	NP	ORG
(	(	O	O
at	IN	PP	O
Oxford	NNP	NP	LOC
,	,	O	O
three	CD	NP	O
days	NNS	NP	O
)	)	O	O

June	NNP	NP	O
28-30	CD	NP	O
v	SYM	VP	O
Hampshire	NNP	NP	ORG
(	(	O	O
three	CD	NP	O
days	NNS	NP	O
)	)	O	O

July	NNP	NP	O

July	NNP	NP	O
3-7	CD	NP	O
Third	NNP	NP	O
test	NN	NP	O
(	(	O	O
at	IN	PP	O
Old	NNP	NP	LOC
Trafford	NNP	NP	LOC
,	,	O	O
Manchester	NNP	NP	LOC
)	)	O	O

July	NNP	NP	O
9	CD	NP	O
v	SYM	VP	O
Minor	NNP	NP	ORG
Counties	NNPS	NP	ORG
XI	NNP	NP	ORG

July	NNP	NP	O
12	CD	NP	O
v	SYM	VP	O
Scotland	NNP	NP	LOC

July	NNP	NP	O
16-18	CD	NP	O
v	SYM	VP	O
Glamorgan	NNP	NP	ORG
(	(	O	O
three	CD	NP	O
days	NNS	NP	O
)	)	O	O

July	NNP	NP	O
19-21	CD	NP	O
v	SYM	VP	O
Middlesex	NNP	NP	ORG
(	(	O	O
three	CD	NP	O
days	NNS	NP	O
)	)	O	O

July	NNP	NP	O
24-28	CD	NP	O
Fourth	NNP	NP	O
test	NN	NP	O
(	(	O	O
at	IN	PP	O
Headingley	NNP	NP	LOC
)	)	O	O

August	NNP	NP	O

August	NNP	NP	O
1-4	CD	NP	O
v	SYM	VP	O
Somerset	NNP	NP	ORG
(	(	O	O
four	CD	NP	O
days	NNS	NP	O
)	)	O	O

August	NNP	NP	O
7-11	CD	NP	O
Fifth	NNP	NP	O
test	NN	NP	O
(	(	O	O
at	IN	PP	O
Trent	NNP	NP	LOC
Bridge	NNP	NP	LOC
,	,	O	O
Nottingham	NNP	NP	LOC
)	)	O	O

August	NNP	NP	O
16-18	CD	NP	O
v	SYM	VP	O
Kent	NNP	NP	ORG
(	(	O	O
three	CD	NP	O
days	NNS	NP	O
)	)	O	O

August	NNP	NP	O
21-25	CD	NP	O
Sixth	NNP	NP	O
test	NN	NP	O
(	(	O	O
at	IN	PP	O
The	DT	NP	LOC
Oval	JJ	NP	LOC
,	,	O	O
London	NNP	NP	LOC
)	)	O	O
.	.	O	O

-DOCSTART- -X- -X- O

SOCCER	NN	NP	O
-	:	O	O
SHEARER	NN	NP	PER
NAMED	VBD	VP	O
AS	NNP	NP	O
ENGLAND	NNP	NP	LOC
CAPTAIN	NNP	NP	O
.	.	O	O

LONDON	NNP	NP	LOC
1996-08-30	CD	NP	O

The	DT	NP	O
world	NN	NP	O
's	POS	NP	O
costliest	JJS	NP	O
footballer	NN	NP	O
Alan	NNP	NP	PER
Shearer	NNP	NP	PER
was	VBD	VP	O
named	VBN	VP	O
as	IN	PP	O
the	DT	NP	O
new	JJ	NP	O
England	NNP	NP	LOC
captain	NN	NP	O
on	IN	PP	O
Friday	NNP	NP	O
.	.	O	O

The	DT	NP	O
26-year-old	JJ	NP	O
,	,	O	O
who	WP	NP	O
joined	VBD	VP	O
Newcastle	NNP	NP	ORG
for	IN	PP	O
15	CD	NP	O
million	CD	NP	O
pounds	NNS	NP	O
sterling	NN	NP	O
(	(	O	O
$	$	NP	O
23.4	CD	NP	O
million	CD	NP	O
)	)	O	O
,	,	O	O
takes	VBZ	VP	O
over	IN	PP	O
from	IN	PP	O
Tony	NNP	NP	PER
Adams	NNP	NP	PER
,	,	O	O
who	WP	NP	O
led	VBD	VP	O
the	DT	NP	O
side	NN	NP	O
during	IN	PP	O
the	DT	NP	O
European	JJ	NP	MISC
championship	NN	NP	O
in	IN	PP	O
June	NNP	NP	O
,	,	O	O
and	CC	O	O
former	JJ	NP	O
captain	NN	NP	O
David	NNP	NP	PER
Platt	NNP	NP	PER
.	.	O	O

Adams	NNP	NP	PER
and	CC	NP	O
Platt	NNP	NP	PER
are	VBP	VP	O
both	DT	NP	O
injured	JJ	NP	O
and	CC	O	O
will	MD	VP	O
miss	VB	VP	O
England	NNP	NP	LOC
's	POS	NP	O
opening	NN	NP	O
World	NNP	NP	MISC
Cup	NNP	NP	MISC
qualifier	NN	NP	O
against	IN	PP	O
Moldova	NNP	NP	LOC
on	IN	PP	O
Sunday	NNP	NP	O
.	.	O	O

Shearer	NN	NP	PER
takes	VBZ	VP	O
the	DT	NP	O
captaincy	NN	NP	O
on	IN	PP	O
a	DT	NP	O
trial	NN	NP	O
basis	NN	NP	O
,	,	O	O
but	CC	O	O
new	JJ	NP	O
coach	NN	NP	O
Glenn	NNP	NP	PER
Hoddle	NNP	NP	PER
said	VBD	VP	O
he	PRP	NP	O
saw	VBD	VP	O
no	DT	NP	O
reason	NN	NP	O
why	WRB	ADVP	O
the	DT	NP	O
former	JJ	NP	O
Blackburn	NNP	NP	ORG
and	CC	NP	O
Southampton	NNP	NP	ORG
skipper	NN	NP	O
should	MD	VP	O
not	RB	VP	O
make	VB	VP	O
the	DT	NP	O
post	NN	NP	O
his	PRP$	NP	O
own	JJ	NP	O
.	.	O	O

"	"	O	O
I	PRP	NP	O
'm	VBP	VP	O
sure	JJ	ADJP	O
there	RB	ADVP	O
wo	MD	VP	O
n't	RB	VP	O
be	VB	VP	O
a	DT	NP	O
problem	NN	NP	O
,	,	O	O
I	PRP	NP	O
'm	VBP	VP	O
sure	JJ	ADJP	O
Alan	NNP	NP	PER
is	VBZ	VP	O
the	DT	NP	O
man	NN	NP	O
for	IN	PP	O
the	DT	NP	O
job	NN	NP	O
,	,	O	O
"	"	O	O
Hoddle	NNP	NP	PER
said	VBD	VP	O
.	.	O	O

"	"	O	O
There	EX	NP	O
were	VBD	VP	O
three	CD	NP	O
or	CC	NP	O
four	CD	NP	O
people	NNS	NP	O
who	WP	NP	O
could	MD	VP	O
have	VB	VP	O
done	VBN	VP	O
it	PRP	NP	O
but	CC	O	O
when	WRB	ADVP	O
I	PRP	NP	O
spoke	VBD	VP	O
to	TO	PP	O
Alan	NNP	NP	PER
he	PRP	NP	O
was	VBD	VP	O
up	IN	PP	O
for	IN	PP	O
it	PRP	NP	O
and	CC	O	O
really	RB	VP	O
wanted	VBN	VP	O
it	PRP	NP	O
.	.	O	O

"	"	O	O
In	IN	PP	O
four	CD	NP	O
days	NNS	NP	O
it	PRP	NP	O
's	VBZ	VP	O
very	RB	ADJP	O
difficult	JJ	ADJP	O
to	TO	VP	O
come	VB	VP	O
to	TO	PP	O
a	DT	NP	O
100	CD	NP	O
percent	NN	NP	O
conclusion	NN	NP	O
about	IN	PP	O
something	NN	NP	O
like	IN	PP	O
this	DT	NP	O
...	:	NP	O

but	CC	O	O
he	PRP	NP	O
knows	VBZ	VP	O
how	WRB	ADVP	O
to	TO	VP	O
conduct	VB	VP	O
himself	PRP	NP	O
,	,	O	O
his	PRP$	NP	O
team	NN	NP	O
mates	NNS	NP	O
respect	NN	NP	O
him	PRP	NP	O
and	CC	O	O
